id,nom,date_ouverture,date_fermeture,website,email,adresse,horaires,presentation,responsables,historique,activites,expositions,publications,events,residences,workshop,archive,librairie,coworking,education,nb_expos_an,nb_artistes_an,partenaires,created_at,updated_at,slug,pays,ville,latitude,longitude,adresse_complete,codepostal,telephone,visite,user_id
62,"after the butcher",2006,,"www.after-the-butcher.de","mailto@after-the-butcher.de","Spittastr. 25","","<p><strong><em>after the butcher, Ausstellungsraum f&uuml;r zeitgen&ouml;ssische Kunst und soziale Fragen &nbsp;</em></strong>est g&eacute;r&eacute; par l'artiste berlinois Thomas Kilpper en collaboration avec Franziska B&ouml;hmer depuis 2006 dans les locaux de l'ancienne boucherie Merkel. De 2015 &agrave; 2021, en collaboration avec l'artiste Ina Wudtke. Depuis 2022, Alice Creischer et Andreas Siekmann font partie de l'&eacute;quipe de curateurs.</p>
<p>La maison Spittastra&szlig;e 25, l'une des premi&egrave;res maisons en b&eacute;ton d'Europe, a &eacute;t&eacute; construite entre 1870 et 1875. &Agrave; l'&eacute;poque, une soixantaine de maisons d'habitation en b&eacute;ton de laitier ont &eacute;t&eacute; construites dans le petit quartier - Viktoriastadt. Il s'agit d'une exp&eacute;rience pr&eacute;coce de construction durable et &eacute;cologique : le laitier, un d&eacute;chet de la production d'acier de l'entreprise ""Knorr-Bremsen"" situ&eacute;e &agrave; proximit&eacute;, a &eacute;t&eacute; recycl&eacute;, m&eacute;lang&eacute; &agrave; du ciment et dam&eacute; dans des coffrages grimpants d'environ 70 cm de haut : un mat&eacute;riau de construction aux propri&eacute;t&eacute;s physiques d'isolation &eacute;tonnamment bonnes. Aujourd'hui, il ne reste plus que six de ces maisons, qui sont prot&eacute;g&eacute;es en raison de leur mode de construction nouveau et exp&eacute;rimental.</p>
<p>Dans les ann&eacute;es 60, le rez-de-chauss&eacute;e a &eacute;t&eacute; transform&eacute; en boucherie avec magasin et a &eacute;t&eacute; dot&eacute; d'une porte de magasin donnant sur la rue, encadr&eacute;e par deux grandes vitrines. Pendant et juste apr&egrave;s la RDA, une quinzaine d'employ&eacute;s travaillaient ici et dans l'arri&egrave;re-boutique, transformant jusqu'&agrave; 20 tonnes de viande par semaine et produisant toutes sortes de charcuteries pour les cantines de diverses entreprises publiques. Ensuite, la maison est rest&eacute;e vide pendant quelques ann&eacute;es...</p>
<p>after the butcher est un&nbsp;<strong><em>Projektraum </em></strong><span style=""font-family: -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Oxygen, Ubuntu, Cantarell, 'Open Sans', 'Helvetica Neue', sans-serif;"">""espace projet"" con&ccedil;u par des artistes pour des artistes, et en m&ecirc;me temps ouvert aux personnes int&eacute;ress&eacute;es par l'art de tous les groupes sociaux. Nous demandons &agrave; ceux que nous invitons &agrave; exposer de d&eacute;velopper un projet pour cet espace. L'espace d'exposition doit offrir aux jeunes artistes ou aux artistes moins connus, en combinaison avec des positions plus &eacute;tablies, une possibilit&eacute; et une plateforme pour pr&eacute;senter leur travail dans un cadre non commercial. Nous mettons l'accent sur les strat&eacute;gies artistiques qui refl&egrave;tent de mani&egrave;re critique les questions sociales et les contradictions de la soci&eacute;t&eacute;.</span></p>","Thomas Kilpper, Alice Creischer et Andreas Siekmann","","",true,false,true,true,false,false,false,false,false,"","","","2013-11-15T15:08:51.143Z","2025-04-05T09:49:52.745Z","after-the-butcher","Allemagne","Berlin","52.5040095","13.4789602","Spittastr. 25, 10317, Berlin, Allemagne","10317","","","1"
70,"40mcube",2001,,"www.40mcube.org","contact@40mcube.org","48 avenue Sergent Maginot","Open from Tueday to Saturday from 2 PM to 6 PM","<p style=""text-align: justify;"">40mcube est un espace d&rsquo;exposition, une structure de production d&rsquo;&oelig;uvres, un lieu de r&eacute;sidences d&rsquo;artistes et un bureau d&rsquo;organisation de projets d&rsquo;art contemporain. 40mcube d&eacute;veloppe plusieurs axes de recherches&nbsp;:&nbsp;40mcube-expositions, 40mcube-&eacute;ditions, 40mcube-AV qui coproduit avec le secteur de l&rsquo;audiovisuel des vid&eacute;os d&rsquo;artistes, et enfin 40mcube-espace public qui travaille &agrave; des projets artistiques prenant place dans l&rsquo;espace public. Le travail de production, d&rsquo;exposition et de m&eacute;diation est g&eacute;n&eacute;r&eacute; ou suivi par une r&eacute;flexion sur l&rsquo;art actuel qui se mat&eacute;rialise par des &eacute;ditions critiques. <br /><br /><em>40mcube is an exhibition space, a production studio, an artist-in-residence space and an office of organization for contemporary art projects. 40mcube has developed several different sectors: 40mcube &ndash; exhibition; 40mcube &ndash; edition; 40mcube AV, which co-produces artists' videos with the audiovisual sector; 40mcube &ndash; public space, which works with artistic projects taking place in a public space. This process of production, from exhibitions to mediation, is made through a reflection on contemporary art, which is further shown through 40mcube&rsquo;s published editions.</em></p>","Direction et commissariat des expositions - Director and curator : Anne Langlois & Patrice Goasduff.
","","<p style=""text-align: justify;"">40mcube regroupe un espace d'exposition, un Parc de sculptures, une salle de projection de films d'artistes et des ateliers de production d'&oelig;uvres. L'une des principales activit&eacute;s de 40mcube est la production d&rsquo;&oelig;uvres, un travail &eacute;troit avec les artistes tout au long de la cha&icirc;ne que sont la recherche, l&rsquo;&eacute;tude de faisabilit&eacute;, le suivi technique et la fabrication, jusqu&rsquo;&agrave; la pr&eacute;sentation des &oelig;uvres, leur communication et leur m&eacute;diation aupr&egrave;s du public. Des projets sont aussi men&eacute;s dans des lieux partenaires en France et &agrave; l'&eacute;tranger, et dans l'espace public. <br /><br /><em>40mcube gathers an exhibition space, a sculpture park, a black room dedicated to a programming of international artists' films, and a studio for the production of the artists' works. One of 40mcube&rsquo;s principal activity is art production, where there exists a close interaction with the artist through all aspects of the process including its feasibility, technique, fabrication, up until the presentation and public mediation. Some projects are also conducted in other places in France or foreign countries, and in the public space.</em></p>",true,true,true,true,true,true,false,true,true,"3 à 4","130 artistes depuis 2001","40mcube reçoit le soutien du ministère de la Culture et de la Communication – Drac Bretagne, du conseil régional de Bretagne, du conseil général d’Ille-et-Vilaine et de la ville de Rennes.

40mcube bénéficie du concours d’Art Norac – association pour le mécénat d’art contemporain du groupe Norac.

Avec le partenariat de Self Signal – Cesson-Sévigné, Icodia – Rennes, Radio Campus Rennes, de ParisART.","2014-02-05T12:37:13.660Z","2014-02-06T09:09:49.861Z","40mcube","France","Rennes","48.1097781","-1.6660659","48 avenue Sergent Maginot, 35000, Rennes, France","35000","","","1"
124,"Diagonale",2008,,"artdiagonale.org","coordination@artdiagonale.org","5455 av. de Gaspé, rdc/espace 110","Du mardi au samedi 12h-17h (fermé juillet - août)","<p>Depuis plus de dix ans, Diagonale met en place diff&eacute;rents contextes - expositions, &eacute;ditions, tables rondes, rencontres d'artistes et, depuis peu, r&eacute;sidences d'artistes - pour accompagner les propositions en art contemporain li&eacute;es &agrave; la fibre.<br /><br />MANDAT<br />Diagonale &nbsp;est un centre de diffusion d&eacute;di&eacute; &agrave; l'art contemporain&nbsp;qui favorise, au travers de sa programmation, des propositions d'artistes&nbsp;et&nbsp;commissaires&nbsp;au sein desquelles s'inscrit la&nbsp;fibre&nbsp;tant en terme de mati&egrave;re que de concept. Soucieux de participer au rayonnement de la&nbsp;sc&egrave;ne artistique locale, Diagonale tend &eacute;galement &agrave; d&eacute;velopper des&nbsp;projets&nbsp;nationaux&nbsp;et&nbsp;internationaux.&nbsp;</p>","Chloé Grondeau","<p>Diagonale connait aujourd'hui un d&eacute;veloppement important dans son histoire. Situ&eacute; au c&oelig;ur d'un nouveau centre n&eacute;vralgique de la diffusion en arts visuels et m&eacute;diatiques, le centre d'artistes vient s'inscrire comme un acteur incontournable de la sc&egrave;ne montr&eacute;alaise. Vou&eacute; &agrave; la diffusion d&rsquo;&oelig;uvres en art contemporain li&eacute;es &agrave; la fibre, celui-ci propose six expositions annuelles ainsi que des conf&eacute;rences et un programme d'&eacute;dition, au travers de partenariats privil&eacute;gi&eacute;s avec des organismes homologues au Canada et &agrave; l'&eacute;tranger.<br />&nbsp;<br />Issu du Conseil des Arts Textiles du Qu&eacute;bec, Diagonale na&icirc;t en 2004 du d&eacute;sir de ses membres de signifier les mutations importantes qui s'op&egrave;rent alors au sein de l'organisme trentenaire. Devenu d&egrave;s lors un centre d'artistes jouissant d'un lieu d'exposition dans le quartier effervescent du Mile End, Diagonale poursuit sa programmation dans et hors les murs. En 2008, il initie&nbsp;En Avril, un festival regroupant plusieurs lieux et propositions liants fibres et pratiques actuelles. En 2012, il rejoint le projet du P&ocirc;le de diffusion de Gasp&eacute;. En 2014, la nouvelle galerie de Diagonale ouvre ses portes aux c&ocirc;t&eacute;s de cinq autres organismes d&eacute;di&eacute;s &agrave; l'art actuel.&nbsp;</p>","",true,false,true,true,false,false,false,false,false,"","","Diagonale reçoit l'appui du Ministère de la Culture, des Communications et de la Condition féminine, du Conseil des Arts et des lettres du Québec, et du Conseil des Arts de Montréal.

Diagonale est membre du Regroupement des Centres d'Artistes Autogérés du Québec et du Regroupement Pied Carré.

Diagonale remercie Ricard pour sa contribution.","2015-07-23T14:00:47.508Z","2015-07-23T14:03:45.513Z","diagonale","Canada","Montréal","45.5016889","-73.567256","5455 av. de Gaspé, rdc/espace 110, , Montréal, Canada","","","","5"
16,"Aperto ",1997,,"aperto.free.fr","asso_aperto@yahoo.fr","1, rue Etienne Cardaire","","<p>Depuis 1997 Aperto produit des expositions d&rsquo;art contemporain, d&eacute;veloppe des manifestations artistiques en partenariat, promeut la jeune cr&eacute;ation. Sa vocation est de se constituer comme lieu de recherche et de production pour les artistes et d&rsquo;&ecirc;tre un espace d&rsquo;art ouvert &agrave; tous les publics.<br /><br />Chaque ann&eacute;e Aperto pr&eacute;sente une programmation de 5 &agrave; 6 expositions aux caract&eacute;ristiques diverses. Des expositions monographiques, ou collectives, con&ccedil;ues par le collectif ou confi&eacute;es &agrave; de jeunes commissaires succ&egrave;dent &agrave; des temps&nbsp; d&rsquo;exp&eacute;rimentation et de recherche (les 48H) ou &agrave; des &eacute;v&egrave;nements in situ investissant l&rsquo;espace public (les fa&ccedil;ades ; les BUZZ).<br /><br />Structure relais, partenaire d&rsquo;autres associations dans la mise en &oelig;uvre d&rsquo;&eacute;v&eacute;nements artistiques, Aperto participe aux &eacute;v&eacute;nements mis en place par&nbsp; les institutions r&eacute;gionales et divers groupes d&rsquo;artistes en France et &agrave; l&rsquo;&eacute;tranger. Ce principe d&rsquo;&eacute;changes interr&eacute;gionaux permet d&rsquo;ouvrir les points de vue et r&eacute;flexions sur la sc&egrave;ne artistique fran&ccedil;aise et de faire circuler le travail et les &oelig;uvres des artistes.<br /><br />Les membres actifs de l&rsquo;association, constitu&eacute;s en collectif, sont des artistes poursuivant un parcours individuel. Ils sont &agrave; l&rsquo;origine de la programmation d&rsquo;Aperto. Depuis 2003, Aperto a entrepris un travail d&rsquo;aide &agrave; la cr&eacute;ation en devenant producteur et en d&eacute;veloppant une activit&eacute; de publication.</p>
<p>&nbsp;</p>","Pierre Bellemin, Didier Casiglio, Emmanuelle Etienne, Agnès Fornells, Alain Lapierre et Michel Martin","","",true,true,true,true,false,false,false,false,true,"6","","Les expositions sont réalisées avec le soutien de la Ville de Montpellier et de la DRAC Occitanie","2013-11-08T16:37:40.319Z","2025-03-06T11:24:33.028Z","association-aperto","France","Montpellier","43.6045381","3.8686521","1, rue Etienne Cardaire, 34000, Montpellier, France","34000","","","1"
114,"Alexandria Contemporary Arts Forum (ACAF) ",2005,2012,"www.facebook.com/AlexandriaContemporaryArtsForumacaf/","acafspace@gmail.com","10 Hussein Hassab Street, Flat 6, Azarita","Open during projects from 1-9pm","<p>Alexandria Contemporary Arts Forum (ACAF) is a not-for-profit multidisciplinary arts initiative founded in December 2005. Located inside a flat near Alexandria's downtown district, ACAF was proactively initiated and is run by a small group of artists/practitioners. With a focus on contemporary art, (new) media, and discursive practice ACAF's frame of reference is the wider social context it exists within locally and globally, thus it is interested in developing projects that explore the boundaries of this context. Alexandria Contemporary Arts Forum works to cultivate a deeper awareness of art in relation to all aspects of contemporary life and culture. Central to its mission is an ongoing engagement with projects that bring together established and emerging artists, university students, and diverse practitioners in contexts that recognize the value of an informal, non-hierarchal, open-ended circulation of information and experience. The forum is in a constant state of flux and incorporates new fields of interest and activity guided by its socio-cultural compass. ACAF enhances its projects by programming lectures, symposia, screenings and other events that are all admission free, in addition to housing a small library which features a growing collection of contemporary art publications for the benefit of the local arts community.</p>","Bassam El Baroni, Mona Marzouk and Mahmoud Khaled","","<p>Encourage and promote the essential link between contemporary arts and contemporary society through its projects, programs, and exhibitions.<br /><br />Provide and sustain a space for accessible contemporary visual arts, media and culture, while maintaining a strong critical grounding.<br /><br />Function as a dynamic venue that promotes all contemporary art forms while affiliating itself with critical, experimental, media-based, and interdisciplinary art practices all throughout taking into consideration its locality and the promotion of socio-cultural awareness.<br /><br />Help in furthering critical awareness of the pressing issues that shape the outlook of contemporary art practice and incite interesting dialogues about contemporary aesthetic, cultural, and social challenges.&nbsp;<br /><br />Assist in providing young talents with the knowledge and information they need to create progressive forms of art. ACAF attempts to achieve this through special workshop programs, an intensive series of lectures and artist talks, general dialogue, and keeping a relevant art library.<br /><br />Curate and occasionally host projects and exhibitions both in ACAF's space and in alternative and public venues with the view to attracting new and diverse audiences.<br /><br />Promote collaborative ventures with similar initiatives in Egypt, in the North Africa/Middle East region and internationally.</p>",true,false,true,false,true,false,false,false,false,"","","","2015-05-08T11:43:18.724Z","2025-04-04T20:28:33.840Z","alexandria-contemporary-arts-forum-acaf","Egypt","Alexandria","31.2064286","29.91478159999999","10 Hussein Hassab Street, Flat 6, Azarita, , Alexandria, Egypt","","","","1"
407,"la compagnie",1990,,"www.la-compagnie.org","info@la-compagnie.org","19 rue Francis de Pressensé","du mercredi au samedi de 14h à 19h, entrée libre et sur rendez vous pour les visites de groupes.
Horaires de bureaux : du mardi au vendredi de 10h à 17h","<p>Depuis 1990 la compagnie, lieu de cr&eacute;ation s&rsquo;engage au quotidien aupr&egrave;s des artistes (production, exposition) et propose des activit&eacute;s artistiques &agrave; tous les publics en tissant une relation &agrave; long-terme avec les habitants et les associations de Belsunce et du centre-ville.</p>
<p>Le programme d&rsquo;expositions d&rsquo;art contemporain, de soir&eacute;es et les ateliers de cr&eacute;ation participent d&rsquo;une volont&eacute; de&nbsp;<em>brouiller les fronti&egrave;res sociales ins&eacute;parables des pratiques et des savoirs</em>&nbsp;(Gilles Deleuze, sur le tombeau de Michel Foucault).</p>","Paul-Emmanuel Odin","<p>Le projet artistique de La compagnie est d&egrave;s sa cr&eacute;ation ins&eacute;parable du quartier Belsunce &agrave; Marseille, choisi comme point de d&eacute;part d&rsquo;activit&eacute;s artistiques en lien avec une dimension sociale et politique.</p>
<p>1990 : cr&eacute;ation de l&rsquo;association. Les artistes fondateurs de l&rsquo;association sont Thierry Crombet, Estelle Fredet, Val&eacute;rie Jouve, Djamel Tahtah, Ben Semtati et Mich&egrave;le Martinez. Fonctionnement en artist-runspace.</p>
<p>1996 : ouverture du local du 19 rue Francis de Pressens&eacute; 13001, r&eacute;habilit&eacute; par Rudy Ricciotti</p>
<p>En novembre 2001, un collectif constitu&eacute; de Paul-Emmanuel Odin, Claire Collin, Laure Maternati, Martine Derain, Isabelle Massu et Vincent Bonnet reprend l&rsquo;activit&eacute; avec les m&ecirc;mes fondamentaux du projet. Ce collectif a &eacute;t&eacute; &agrave; g&eacute;om&eacute;trie variable.</p>
<p>Depuis juin 2009 la direction artistique est assur&eacute;e par Paul-Emmanuel Odin.</p>
<p>Nous avons produit une &oelig;uvre de Gary Hill pour les 10 ans de l&rsquo;association (2001), nous avons eu la possibilit&eacute; d&rsquo;inviter des artistes tels Muriel Modr, le collectif Questions de regard, la compagnie de danse Ex-nihilo, Marc Quer, Yann Beauvais, Thierry Kuntzel, Pedro Costa, Dominique Petitgand, Ici-M&ecirc;me [Grenoble], Geoffroy Mathieu, Jean-Paul Labro, Jean-Luc Moul&egrave;ne, Till Roesken, &Ouml;zlem Sulak, Boris Chouvellon, Masaki Fujihata. Nous leur avons donn&eacute; les moyens de tenter des exp&eacute;riences irr&eacute;alisables ailleurs. Autour de ces &oelig;uvres et de ces pratiques, nous avons propos&eacute; des temps de rencontre et men&eacute; des ateliers avec les habitants du quartier.</p>
<p>La compagnie s&rsquo;est distingu&eacute;e &agrave; Marseille, dans la r&eacute;gion, en France, et &agrave; l&rsquo;&eacute;tranger,<br />&bull; par des projets &eacute;ditoriaux (la revue L&rsquo;inventaire),<br />&bull; des projets transversaux comme France/Alg&eacute;rie, Soit dit en passant (avec le Fonds Arabe pour l&rsquo;Image de Beyrouth, commissaires : Dore Bowen et Isabelle Massu, exposition qui a &eacute;t&eacute; montr&eacute;e apr&egrave;s Marseille &agrave; San Francisco), r&eacute;cemment&nbsp;: l&rsquo;Antiatlas des fronti&egrave;res (coproduction IMERA, Ecole sup&eacute;rieure d&rsquo;art d&rsquo;Aix, Universit&eacute; Aix-Marseille, Universit&eacute; Grenoble), La carte postale revisit&eacute;e (co-commissariat Paul-Emmanuel Odin et Caroline Hancock)<br />&bull; de grandes expositions monographiques</p>
<p>La compagnie, c&rsquo;est donc :<br />&bull; un soutien constant &agrave; la cr&eacute;ation, avec des productions, des expositions, des r&eacute;sidences<br />&bull; un engagement au quotidien dans le quartier Belsunce, avec des ateliers de pratiques artistiques, des actions de m&eacute;diations, des partenariats &agrave; long terme avec les associations sociales, le r&eacute;seau scolaire et les publics</p>","",true,true,true,true,false,false,false,false,true,"","","la compagnie, lieu de création reçoit le soutien de la Ville de Marseille, de Aix-Marseille Métropole, du Conseil Départemental des BDR, de la Région Sud, de la DRAC PACA, du Contrat de Ville, de l’ANCT","2025-03-06T12:41:53.737Z","2025-03-06T12:41:53.737Z","la-compagnie","France","Marseille","43.3009339","5.376496899999999","19 rue Francis de Pressensé, 13001, Marseille, France","13001","+33 4 91 90 04 26","","1"
50,"À Suivre...",2004,2011,"https://web.archive.org/web/20240320001550/www.asuivre.fr/","asuivrelieudart@gmail.com","91-93 rue de Marmande","","<p style=""text-align: justify;"">&Agrave; Suivre... &eacute;tait un lieu de cr&eacute;ation, de production et de diffusion d&rsquo;art contemporain alli&eacute; &agrave; un service &eacute;ducatif et culturel. Au-del&agrave; des expositions propos&eacute;es, &eacute;taient organis&eacute;s des visites, des conf&eacute;rences, des rencontres avec des artistes, et des ateliers permettant au public d&rsquo;appr&eacute;hender la diversit&eacute; des pratiques et des modes d&rsquo;intervention actuels. Ce projet, initi&eacute; par des artistes engag&eacute;s dans la cr&eacute;ation contemporaine, r&eacute;pondait &agrave; la volont&eacute; d&rsquo;articuler les diff&eacute;rents champs d&rsquo;exp&eacute;rience li&eacute;s aux enjeux de l&rsquo;art aujourd&rsquo;hui.</p>","","<p style=""text-align: justify;"">Compos&eacute;e d&rsquo;un espace d&rsquo;exposition, d&rsquo;une structure p&eacute;dagogique, de studios techniques et d&rsquo;un atelier d&rsquo;artistes, &Agrave; suivre... &eacute;tait un lieu pluriel qui favorisait le croisement des pratiques et des personnes. Ce lieu avait pour vocation d&rsquo;accueillir la cr&eacute;ation &eacute;mergeante, de r&eacute;fl&eacute;chir sur les modalit&eacute;s de l&rsquo;exposition et de repenser les rapports avec le public. Les ateliers de pratique propos&eacute;s en milieu scolaire &eacute;taient pr&eacute;texte &agrave; de multiples exp&eacute;rimentations et impliquaient enfants, adolescents et adultes dans une d&eacute;marche cr&eacute;ative. Les ateliers d&rsquo;artistes, v&eacute;ritable laboratoire de recherche, ainsi que l&rsquo;organisation ponctuelle d&rsquo;&eacute;v&eacute;nements insufflaient une dynamique et rythmaient la vie du lieu. Par la diversification de ses activit&eacute;s, cette structure s'est voulu un espace de culture et de rencontres, partenaire de la vie locale, ainsi qu&rsquo;une plate-forme d&rsquo;&eacute;changes intellectuels, artistiques et sociaux. &Agrave; partir octobre 2009 &Agrave; Suivre... lieu d'art a partag&eacute; un nouvel espace avec l'association Monoquini au 85-87 rue de Marmande, ce nouveau lieu &eacute;tait d&eacute;volu &agrave; une programmation r&eacute;guli&egrave;re dans le domaine des arts plastiques et audiovisuels</p>","",true,false,true,false,false,false,false,false,true,"","","À suivre...lieu d'art était soutenu par la Mairie de Bordeaux(2010), le Conseil Général de la Gironde(2011) et la Drac Aquitaine(2006).","2013-11-08T17:03:03.822Z","2025-04-04T19:51:34.229Z","a-suivre","France","Bordeaux","44.8199418","-0.576707","91-93 rue de Marmande, 33800, Bordeaux, France","33800","","","1"
183,"MOCA / Museum of Conceptual Art",1970,1984,"","","75 Third Street","","<p>The&nbsp;Museum of Conceptual Art&nbsp;was founded in the 1970 by&nbsp;<a title=""Tom Marioni"" href=""https://en.wikipedia.org/wiki/Tom_Marioni"">Tom Marioni</a>, describing it as a ""social artwork"".The museum moved into its official location on January 3, 1973 in&nbsp;<a title=""San Francisco, California"" href=""https://en.wikipedia.org/wiki/San_Francisco,_California"">San Francisco, California</a>.</p>
<p>Until the museum closed in 1984, he organized many groundbreaking shows, including&nbsp;Sound Sculpture As&nbsp;in 1970. MOCA has entered history as one of the first alternative art spaces. Marioni had one-person shows in several significant venues for early conceptual art, among them the Richard Demarco Gallery in Edinburgh in 1972 and Gallery Foksal in Warsaw in 1975. In 1977 he had a solo show,&nbsp;The Sound of Flight, at the de Young.&nbsp;</p>
<p>After the closing of MOCA, Marioni continued his commitment to &ldquo;a social work of art"" with the ongoing Society of Independent Artists.&nbsp;The Archives of MOCA were purchased by the Berkeley Art Museum in 1994.</p>","Tom Marioni ","","",true,false,true,false,false,true,false,false,false,"","","","2016-09-14T13:03:23.380Z","2016-09-14T13:03:23.380Z","moca-museum-of-conceptual-art","United States","San Francisco","37.7865395","-122.402393","75 Third Street, , San Francisco, United States","","","","1"
115,"Gasworks",1994,,"www.gasworks.org.uk","info@gasworks.org.uk","Gasworks 155 Vauxhall Street ","(during exhibitions only) Wed-Sun, 12-6pm or by appointment","<p>Established in 1994, Gasworks is a contemporary art organisation based in South London, housing eleven artists' studios and offering a programme of exhibitions and events, artists&rsquo; residencies, international fellowships and educational projects. Seven studios are rented to&nbsp;<a href=""http://www.gasworks.org.uk/studioartists/"">London-based artists</a>&nbsp;and four are reserved for the International Residency Programme for non-UK based artists.&nbsp;<br /><br />Gasworks hosts up to sixteen&nbsp;<a href=""http://www.gasworks.org.uk/residencies/"">residencies</a>&nbsp;a year, encouraging the exchange of ideas between international and local practitioners. The non-prescriptive and process-based nature of the residencies allows visiting artists to develop projects in response to their new context, or to conduct research benefiting from London&rsquo;s resources. As a result, residencies generally culminate in an Open Studio. The residencies programme is also accompanied by activities such as talks and seminars, aiming to introduce the general public to international artists and their practice.<br /><br />The exhibition space accommodates four main projects a year, as well as a series of small-scale events. The&nbsp;<a href=""http://www.gasworks.org.uk/exhibitions/"">programme</a>&nbsp;includes solo and thematic exhibitions, screenings, workshops and seminars. Gasworks focuses on visual arts practice in its broadest sense, including design, documentary filmmaking and media art, amongst other areas of activity. These are all linked by a commitment to constantly reassess the position of artists within their wider cultural, social and political frameworks.&nbsp;</p>
<p>The residencies and exhibitions programmes regularly cooperate, often to facilitate research and production for international artists invited to develop a project for the exhibitions and events programme.&nbsp;<br /><br />Gasworks runs a&nbsp;<a href=""http://www.gasworks.org.uk/education/"">Participation</a>&nbsp;programme which responds to, as well as operates independently from, the residencies and exhibitions. The programme aims to instigate dialogue and exchange through art, and to work with local groups and organisations to widen access to contemporary art.</p>
<p>Find out more about Gasworks and how we work with artists in this short film produced by Artquest:<a href=""http://bit.ly/GasworksIntro"" target=""_blank"">http://bit.ly/GasworksIntro</a><br /><br />Gasworks is also part of&nbsp;<a href=""http://www.trianglenetwork.org/"" target=""_blank"">Triangle Network</a>, an international network of artists and organisations set up in 1982 whose activities include residencies and workshops. Triangle provides Gasworks with unique connections to artists and organisations in more than thirty countries around the world. Each year, through the Arts Council England&rsquo;s International Artists&nbsp;<a href=""http://www.gasworks.org.uk/international/"">Fellowship</a>&nbsp;Programme, Gasworks organises residencies for six to eight UK-based artists in one of the Triangle partners' organisations, in countries including Cuba, China, South Africa, Kenya and India.&nbsp;</p>","","","",true,false,true,true,true,false,false,false,false,"","","Gasworks is part of the AWP Internship programme, supported by Artquest and the University of the Arts London’s Widening Participation department.","2015-05-08T11:52:03.329Z","2015-05-08T12:03:21.724Z","gasworks","United Kingdoms","London","51.4851026","-0.1156275","Gasworks 155 Vauxhall Street , , London, United Kingdoms","","","","1"
55,"L'epicerie",1998,2004,"","jlchapuis@warmgrey.fr","14,rue du Surmelin","midi/minuit","<p style=""text-align: justify;"">L'&eacute;picerie pourrait &ecirc;tre une coop&eacute;rative, une association, un commando, une &eacute;quipe sportif, un gang de pronostiqueurs, une &eacute;quipe technique, un repaire de flibustiers, un fond de pension, une assembl&eacute;e g&eacute;n&eacute;rale d'entreprises, un groupe d'electro-rock japonais, un garde-manger, une batterie de cuisine, une association d'anciens &eacute;l&egrave;ves, des trafiquants de textiles, des exil&eacute;s politiques, une troupe de performers hyst&eacute;riques, des chanteurs de vari&eacute;t&eacute;s post-industriels, des hy&egrave;nes hurlantes, de gentils commissionnaires, des chanteurs de chorales, des conseillers en communications, des majordomes de foires... +/-L'&eacute;picerie donne &agrave; sa capacit&eacute; un rendement maximal dans un temps donn&eacute;, am&egrave;ne les uns avec les autres et tout contre,fait des additions sans soustraire aux comp&eacute;tences, garde de son collectif, la pleine conscience qu'il faut toujours faire plus, affectionne l'impr&eacute;vu et laisse ouvertes les propositions, est une manifestation d'art dans une optique &agrave; g&eacute;om&eacute;trie variable, donne aux autres ce qu'ils veulent bien trouver, n'accapare rien et donne dans la mesure de ses possibilit&eacute;s.</p>
<p style=""text-align: justify;"">Pierre Escot</p>","Jean-Louis Chapuis / Stéphane Broc","<p>auto-production</p>","<p>Exposition / programmation / diffusion</p>",false,false,false,false,false,false,false,false,false,"10","150","
l'epicerie a une activité constante depuis plusieurs
années et c'est produite notamment à la IV biennale du
Monténégro de 2002, à l'institut Culturel Français de
Varsovie en 2003, à Lille 2004 au mois de juillet et,
bien entendu, a Paris plusieurs fois.","2013-11-08T17:03:04.410Z","2014-02-06T09:27:04.238Z","l-epicerie","France","Paris","48.8680689","2.4026067","14,rue du Surmelin, 75020, Paris, France","75020","","","1"
