id;nom;date_ouverture;date_fermeture;website;email;adresse;horaires;presentation;responsables;historique;activites;expositions;publications;events;residences;workshop;archive;librairie;coworking;education;nb_expos_an;nb_artistes_an;partenaires;created_at;updated_at;slug;pays;ville;latitude;longitude;adresse_complete;codepostal;telephone;visite;user_id;question1;réponse1;question2;réponse2
162;L'H du Siège;1996.0;;www.hdusiege.org;hdusiege@free.fr;15, rue de l'Hôpital de Siège;mercredi au samedi de 14h30 à 18h30, sauf les jours fériés;L’H du Siège, une ancienne menuiserie de 700 m2 datant du début du siècle, se compose:_ au rez-de-chaussée d’une galerie de 350 m2, _ à l’étage de 5 ateliers qui accueillent des artistes vivant dans l’agglomération valenciennoise, _ d’un atelier-logement pour l’accueil d’artistes en résidence.;;Créée en 1987 à l’occasion de sa première exposition, l’association Acte de Naissance a pour vocation de produire et de révéler sur la place culturelle et artistique une création actuelle en arts plastiques. Elle a pour missions :- permettre aux plasticiens de confronter leurs travaux à un public- sensibiliser un plus large public peu habitué à l’art contemporain- soutenir, accompagner et stimuler la création- favoriser la circulation des œuvres.De 1987 à 1990, les activités d’Acte de Naissance consistent essentiellement à organiser des expositions à travers la région Nord Pas-de-Calais. À partir de 1991 l’association investit le champ européen avec des expositions en Angleterre, en Italie et en Belgique. La dernière exposition itinérante passe par L’H du Siège en mai et juin 1996 pour l’inauguration de la galerie. Au même moment 5 ateliers permanents sont aménagés à l’étage. Depuis 1996, l'association gère la galerie-ateliers L'H du Siège avec une programmation de quatre expositions par an. Début 2000 elle devient propriétaire des lieux. 2002 voit la construction de l’atelier-logement dans la cour et la mise en place d'une politique de trois résidences d'artistes par an.Courant 2003 l'association professionnalise la structure avec la création de plusieurs emplois. En 2009 elle signe une nouvelle convention d'objectifs triennale avec la ville de Valenciennes, la Région Nord-Pas de Calais et le Ministère de la Culture. L'Association Acte de Naissance est adhèrente du réseau FRAAP Fédération des Réseaux et Associations d'Artistes Plasticiens et de 50° nord réseau d'art contemporain du Nord-Pas de Calais et de l'eurorégion Nor;"La galerieAu rythme de quatre expositions par an, l’association Acte de Naissance concentre son énergie à soutenir la création contemporaine en devenir. La rencontre, dans un même temps de l’œuvre et de l’artiste en atelier, est une dimension essentielle de l’action menée par l’association. Deux principaux modules d’exposition ont retenu l’attention des organisateurs :- Les expositions Duo qui permettent à deux artistes aux préoccupations artistiques similaires de se rencontrer et d’élaborer une confrontation de leurs travaux.- Les expositions Parcours qui consistent en la présentation d’œuvres d’un seul artiste regroupant plusieurs années de travail, de manière à mettre en évidence l’évolution de son œuvre. 
Les ateliersCinq ateliers situés à l’étage, juste au-dessus de la galerie, insufflent une dynamique de création qui illustre le souci constant des organisateurs de comprendre et d’accompagner l’œuvre alors même qu’elle s’ébauche.L'atelier-logementCréé en 2002, l’atelier-logement répond au souhait de l’association de mettre en place une politique d’accueil d’artistes. Deux modules sont proposés:- La Grande Résidence : Elle accueille un artiste pendant trois mois, entre septembre et décembre. Celui-ci reçoit une bourse de production pour la réalisation de ses œuvres et une bourse de recherche. Cette Résidence est finalisée par une exposition dans la galerie L'H du Siège, en janvier et février de l’année suivante.
- Les résidences Coup de pouce : Elles sont réservées aux jeunes artistes. Il y en a deux par an d’une durée de trois mois, de janvier à mars et d’avril à juin. L’artiste reçoit une bourse de production pour la réalisation de ses œuvres et une bourse de recherche.Il peut faire une présentation publique de son travail en atelier en fin de résidence. Un ""coup de pouce"" à la production en quelque sorte pour de jeunes artistes se trouvant démunis d'ateliers et de moyens.";True;False;True;True;False;False;False;False;False;4;;"	
_ L'Union Européenne

La Ville de Valenciennes, le Département du Nord, la Région Nord Pas de Calais, le Ministère de la Culture 
et de la Communication";2016-01-24T15:42:46.266Z;2016-01-24T15:42:46.266Z;l-h-du-siege;France;Valenciennes;50.3521919;3.5204502;15, rue de l'Hôpital de Siège, 59300, Valenciennes, France;59300.0;;http://www.leadnetwork.nordpasdecalais.fr;1.0;;;;
68;Ed Video;1976.0;;www.edvideo.org;;40 Baker Street;;;;;;False;False;False;False;False;False;False;False;False;;;;2013-11-15T15:36:58.856Z;2014-02-06T09:17:00.874Z;ed-video;Canada;Guelph;43.5462233;-80.2516658;40 Baker Street, , Guelph, Canada;;;;1.0;;;;
65;Bootlab;2000.0;2009.0;www.bootlab.org;bootlab@bootlab.org;gerichtstr 65;;"Bootlab est une organisation à but non lucratif pour le développement de projets indépendants. Fondé en 2000 et situé jusqu'en 2007 dans l'historique Telegrafenamt à Berlin-Mitte, bootlab réside désormais dans le tout aussi historique Stadtbad Wedding, alias stattbad ; bootlab fournit des studios, des espaces de production et des bureaux pour les groupes et les individus (activistes, artistes, conservateurs, ingénieurs, cinéastes, programmeurs, éditeurs, écrivains, etc.) qui travaillent avec les anciennes et/ou les nouvelles technologies médiatiques.Bootlab is a non-profit organisation for the advancement of independent projects. Founded in 2000 and until 2007 located in the historic Telegrafenamt in Berlin-Mitte, by now bootlab resides in the likewise historic Stadtbad Wedding, aka stattbad; bootlab provides studio, production and office space for groups and individuals (activists, artists, curators, engineers, filmmakers, programmers, publishers, writers etc.) working with old and/or new media technology.";;;;True;False;True;False;False;False;False;False;False;;;;2013-11-15T15:13:37.699Z;2025-04-05T09:42:56.088Z;bootlab;Allemagne;Berlin;52.5440103;13.3723193;gerichtstr 65, 13347, Berlin, Allemagne;13347.0;;;1.0;;;;
62;after the butcher;2006.0;;www.after-the-butcher.de;mailto@after-the-butcher.de;Spittastr. 25;;"after the butcher, Ausstellungsraum für zeitgenössische Kunst und soziale Fragen  est géré par l'artiste berlinois Thomas Kilpper en collaboration avec Franziska Böhmer depuis 2006 dans les locaux de l'ancienne boucherie Merkel. De 2015 à 2021, en collaboration avec l'artiste Ina Wudtke. Depuis 2022, Alice Creischer et Andreas Siekmann font partie de l'équipe de curateurs.
La maison Spittastraße 25, l'une des premières maisons en béton d'Europe, a été construite entre 1870 et 1875. À l'époque, une soixantaine de maisons d'habitation en béton de laitier ont été construites dans le petit quartier - Viktoriastadt. Il s'agit d'une expérience précoce de construction durable et écologique : le laitier, un déchet de la production d'acier de l'entreprise ""Knorr-Bremsen"" située à proximité, a été recyclé, mélangé à du ciment et damé dans des coffrages grimpants d'environ 70 cm de haut : un matériau de construction aux propriétés physiques d'isolation étonnamment bonnes. Aujourd'hui, il ne reste plus que six de ces maisons, qui sont protégées en raison de leur mode de construction nouveau et expérimental.
Dans les années 60, le rez-de-chaussée a été transformé en boucherie avec magasin et a été doté d'une porte de magasin donnant sur la rue, encadrée par deux grandes vitrines. Pendant et juste après la RDA, une quinzaine d'employés travaillaient ici et dans l'arrière-boutique, transformant jusqu'à 20 tonnes de viande par semaine et produisant toutes sortes de charcuteries pour les cantines de diverses entreprises publiques. Ensuite, la maison est restée vide pendant quelques années...
after the butcher est un Projektraum ""espace projet"" conçu par des artistes pour des artistes, et en même temps ouvert aux personnes intéressées par l'art de tous les groupes sociaux. Nous demandons à ceux que nous invitons à exposer de développer un projet pour cet espace. L'espace d'exposition doit offrir aux jeunes artistes ou aux artistes moins connus, en combinaison avec des positions plus établies, une possibilité et une plateforme pour présenter leur travail dans un cadre non commercial. Nous mettons l'accent sur les stratégies artistiques qui reflètent de manière critique les questions sociales et les contradictions de la société.";Thomas Kilpper, Alice Creischer et Andreas Siekmann;;;True;False;True;True;False;False;False;False;False;;;;2013-11-15T15:08:51.143Z;2025-04-05T09:49:52.745Z;after-the-butcher;Allemagne;Berlin;52.5040095;13.4789602;Spittastr. 25, 10317, Berlin, Allemagne;10317.0;;;1.0;;;;
70;40mcube;2001.0;;www.40mcube.org;contact@40mcube.org;48 avenue Sergent Maginot;Open from Tueday to Saturday from 2 PM to 6 PM;"40mcube est un espace d’exposition, une structure de production d’œuvres, un lieu de résidences d’artistes et un bureau d’organisation de projets d’art contemporain. 40mcube développe plusieurs axes de recherches : 40mcube-expositions, 40mcube-éditions, 40mcube-AV qui coproduit avec le secteur de l’audiovisuel des vidéos d’artistes, et enfin 40mcube-espace public qui travaille à des projets artistiques prenant place dans l’espace public. Le travail de production, d’exposition et de médiation est généré ou suivi par une réflexion sur l’art actuel qui se matérialise par des éditions critiques. 40mcube is an exhibition space, a production studio, an artist-in-residence space and an office of organization for contemporary art projects. 40mcube has developed several different sectors: 40mcube – exhibition; 40mcube – edition; 40mcube AV, which co-produces artists' videos with the audiovisual sector; 40mcube – public space, which works with artistic projects taking place in a public space. This process of production, from exhibitions to mediation, is made through a reflection on contemporary art, which is further shown through 40mcube’s published editions.";"Direction et commissariat des expositions - Director and curator : Anne Langlois & Patrice Goasduff.
";;40mcube regroupe un espace d'exposition, un Parc de sculptures, une salle de projection de films d'artistes et des ateliers de production d'œuvres. L'une des principales activités de 40mcube est la production d’œuvres, un travail étroit avec les artistes tout au long de la chaîne que sont la recherche, l’étude de faisabilité, le suivi technique et la fabrication, jusqu’à la présentation des œuvres, leur communication et leur médiation auprès du public. Des projets sont aussi menés dans des lieux partenaires en France et à l'étranger, et dans l'espace public. 40mcube gathers an exhibition space, a sculpture park, a black room dedicated to a programming of international artists' films, and a studio for the production of the artists' works. One of 40mcube’s principal activity is art production, where there exists a close interaction with the artist through all aspects of the process including its feasibility, technique, fabrication, up until the presentation and public mediation. Some projects are also conducted in other places in France or foreign countries, and in the public space.;True;True;True;True;True;True;False;True;True;3 à 4;130 artistes depuis 2001;"40mcube reçoit le soutien du ministère de la Culture et de la Communication – Drac Bretagne, du conseil régional de Bretagne, du conseil général d’Ille-et-Vilaine et de la ville de Rennes.

40mcube bénéficie du concours d’Art Norac – association pour le mécénat d’art contemporain du groupe Norac.

Avec le partenariat de Self Signal – Cesson-Sévigné, Icodia – Rennes, Radio Campus Rennes, de ParisART.";2014-02-05T12:37:13.660Z;2014-02-06T09:09:49.861Z;40mcube;France;Rennes;48.1097781;-1.6660659;48 avenue Sergent Maginot, 35000, Rennes, France;35000.0;;;1.0;;;;
124;Diagonale;2008.0;;artdiagonale.org;coordination@artdiagonale.org;5455 av. de Gaspé, rdc/espace 110;Du mardi au samedi 12h-17h (fermé juillet - août);Depuis plus de dix ans, Diagonale met en place différents contextes - expositions, éditions, tables rondes, rencontres d'artistes et, depuis peu, résidences d'artistes - pour accompagner les propositions en art contemporain liées à la fibre.MANDATDiagonale  est un centre de diffusion dédié à l'art contemporain qui favorise, au travers de sa programmation, des propositions d'artistes et commissaires au sein desquelles s'inscrit la fibre tant en terme de matière que de concept. Soucieux de participer au rayonnement de la scène artistique locale, Diagonale tend également à développer des projets nationaux et internationaux. ;Chloé Grondeau;Diagonale connait aujourd'hui un développement important dans son histoire. Situé au cœur d'un nouveau centre névralgique de la diffusion en arts visuels et médiatiques, le centre d'artistes vient s'inscrire comme un acteur incontournable de la scène montréalaise. Voué à la diffusion d’œuvres en art contemporain liées à la fibre, celui-ci propose six expositions annuelles ainsi que des conférences et un programme d'édition, au travers de partenariats privilégiés avec des organismes homologues au Canada et à l'étranger. Issu du Conseil des Arts Textiles du Québec, Diagonale naît en 2004 du désir de ses membres de signifier les mutations importantes qui s'opèrent alors au sein de l'organisme trentenaire. Devenu dès lors un centre d'artistes jouissant d'un lieu d'exposition dans le quartier effervescent du Mile End, Diagonale poursuit sa programmation dans et hors les murs. En 2008, il initie En Avril, un festival regroupant plusieurs lieux et propositions liants fibres et pratiques actuelles. En 2012, il rejoint le projet du Pôle de diffusion de Gaspé. En 2014, la nouvelle galerie de Diagonale ouvre ses portes aux côtés de cinq autres organismes dédiés à l'art actuel.;;True;False;True;True;False;False;False;False;False;;;"Diagonale reçoit l'appui du Ministère de la Culture, des Communications et de la Condition féminine, du Conseil des Arts et des lettres du Québec, et du Conseil des Arts de Montréal.

Diagonale est membre du Regroupement des Centres d'Artistes Autogérés du Québec et du Regroupement Pied Carré.

Diagonale remercie Ricard pour sa contribution.";2015-07-23T14:00:47.508Z;2015-07-23T14:03:45.513Z;diagonale;Canada;Montréal;45.5016889;-73.567256;5455 av. de Gaspé, rdc/espace 110, , Montréal, Canada;;;;5.0;;;;
16;Aperto ;1997.0;;aperto.free.fr;asso_aperto@yahoo.fr;1, rue Etienne Cardaire;;"Depuis 1997 Aperto produit des expositions d’art contemporain, développe des manifestations artistiques en partenariat, promeut la jeune création. Sa vocation est de se constituer comme lieu de recherche et de production pour les artistes et d’être un espace d’art ouvert à tous les publics.Chaque année Aperto présente une programmation de 5 à 6 expositions aux caractéristiques diverses. Des expositions monographiques, ou collectives, conçues par le collectif ou confiées à de jeunes commissaires succèdent à des temps  d’expérimentation et de recherche (les 48H) ou à des évènements in situ investissant l’espace public (les façades ; les BUZZ).Structure relais, partenaire d’autres associations dans la mise en œuvre d’événements artistiques, Aperto participe aux événements mis en place par  les institutions régionales et divers groupes d’artistes en France et à l’étranger. Ce principe d’échanges interrégionaux permet d’ouvrir les points de vue et réflexions sur la scène artistique française et de faire circuler le travail et les œuvres des artistes.Les membres actifs de l’association, constitués en collectif, sont des artistes poursuivant un parcours individuel. Ils sont à l’origine de la programmation d’Aperto. Depuis 2003, Aperto a entrepris un travail d’aide à la création en devenant producteur et en développant une activité de publication.";Pierre Bellemin, Didier Casiglio, Emmanuelle Etienne, Agnès Fornells, Alain Lapierre et Michel Martin;;;True;True;True;True;False;False;False;False;True;6;;Les expositions sont réalisées avec le soutien de la Ville de Montpellier et de la DRAC Occitanie;2013-11-08T16:37:40.319Z;2025-03-06T11:24:33.028Z;association-aperto;France;Montpellier;43.6045381;3.8686521;1, rue Etienne Cardaire, 34000, Montpellier, France;34000.0;;;1.0;;;;
114;Alexandria Contemporary Arts Forum (ACAF) ;2005.0;2012.0;www.facebook.com/AlexandriaContemporaryArtsForumacaf/;acafspace@gmail.com;10 Hussein Hassab Street, Flat 6, Azarita;Open during projects from 1-9pm;Alexandria Contemporary Arts Forum (ACAF) is a not-for-profit multidisciplinary arts initiative founded in December 2005. Located inside a flat near Alexandria's downtown district, ACAF was proactively initiated and is run by a small group of artists/practitioners. With a focus on contemporary art, (new) media, and discursive practice ACAF's frame of reference is the wider social context it exists within locally and globally, thus it is interested in developing projects that explore the boundaries of this context. Alexandria Contemporary Arts Forum works to cultivate a deeper awareness of art in relation to all aspects of contemporary life and culture. Central to its mission is an ongoing engagement with projects that bring together established and emerging artists, university students, and diverse practitioners in contexts that recognize the value of an informal, non-hierarchal, open-ended circulation of information and experience. The forum is in a constant state of flux and incorporates new fields of interest and activity guided by its socio-cultural compass. ACAF enhances its projects by programming lectures, symposia, screenings and other events that are all admission free, in addition to housing a small library which features a growing collection of contemporary art publications for the benefit of the local arts community.;Bassam El Baroni, Mona Marzouk and Mahmoud Khaled;;Encourage and promote the essential link between contemporary arts and contemporary society through its projects, programs, and exhibitions.Provide and sustain a space for accessible contemporary visual arts, media and culture, while maintaining a strong critical grounding.Function as a dynamic venue that promotes all contemporary art forms while affiliating itself with critical, experimental, media-based, and interdisciplinary art practices all throughout taking into consideration its locality and the promotion of socio-cultural awareness.Help in furthering critical awareness of the pressing issues that shape the outlook of contemporary art practice and incite interesting dialogues about contemporary aesthetic, cultural, and social challenges. Assist in providing young talents with the knowledge and information they need to create progressive forms of art. ACAF attempts to achieve this through special workshop programs, an intensive series of lectures and artist talks, general dialogue, and keeping a relevant art library.Curate and occasionally host projects and exhibitions both in ACAF's space and in alternative and public venues with the view to attracting new and diverse audiences.Promote collaborative ventures with similar initiatives in Egypt, in the North Africa/Middle East region and internationally.;True;False;True;False;True;False;False;False;False;;;;2015-05-08T11:43:18.724Z;2025-04-04T20:28:33.840Z;alexandria-contemporary-arts-forum-acaf;Egypt;Alexandria;31.2064286;29.91478159999999;10 Hussein Hassab Street, Flat 6, Azarita, , Alexandria, Egypt;;;;1.0;;;;
407;la compagnie;1990.0;;www.la-compagnie.org;info@la-compagnie.org;19 rue Francis de Pressensé;"du mercredi au samedi de 14h à 19h, entrée libre et sur rendez vous pour les visites de groupes.
Horaires de bureaux : du mardi au vendredi de 10h à 17h";"Depuis 1990 la compagnie, lieu de création s’engage au quotidien auprès des artistes (production, exposition) et propose des activités artistiques à tous les publics en tissant une relation à long-terme avec les habitants et les associations de Belsunce et du centre-ville.
Le programme d’expositions d’art contemporain, de soirées et les ateliers de création participent d’une volonté de brouiller les frontières sociales inséparables des pratiques et des savoirs (Gilles Deleuze, sur le tombeau de Michel Foucault).";Paul-Emmanuel Odin;"Le projet artistique de La compagnie est dès sa création inséparable du quartier Belsunce à Marseille, choisi comme point de départ d’activités artistiques en lien avec une dimension sociale et politique.
1990 : création de l’association. Les artistes fondateurs de l’association sont Thierry Crombet, Estelle Fredet, Valérie Jouve, Djamel Tahtah, Ben Semtati et Michèle Martinez. Fonctionnement en artist-runspace.
1996 : ouverture du local du 19 rue Francis de Pressensé 13001, réhabilité par Rudy Ricciotti
En novembre 2001, un collectif constitué de Paul-Emmanuel Odin, Claire Collin, Laure Maternati, Martine Derain, Isabelle Massu et Vincent Bonnet reprend l’activité avec les mêmes fondamentaux du projet. Ce collectif a été à géométrie variable.
Depuis juin 2009 la direction artistique est assurée par Paul-Emmanuel Odin.
Nous avons produit une œuvre de Gary Hill pour les 10 ans de l’association (2001), nous avons eu la possibilité d’inviter des artistes tels Muriel Modr, le collectif Questions de regard, la compagnie de danse Ex-nihilo, Marc Quer, Yann Beauvais, Thierry Kuntzel, Pedro Costa, Dominique Petitgand, Ici-Même [Grenoble], Geoffroy Mathieu, Jean-Paul Labro, Jean-Luc Moulène, Till Roesken, Özlem Sulak, Boris Chouvellon, Masaki Fujihata. Nous leur avons donné les moyens de tenter des expériences irréalisables ailleurs. Autour de ces œuvres et de ces pratiques, nous avons proposé des temps de rencontre et mené des ateliers avec les habitants du quartier.
La compagnie s’est distinguée à Marseille, dans la région, en France, et à l’étranger,• par des projets éditoriaux (la revue L’inventaire),• des projets transversaux comme France/Algérie, Soit dit en passant (avec le Fonds Arabe pour l’Image de Beyrouth, commissaires : Dore Bowen et Isabelle Massu, exposition qui a été montrée après Marseille à San Francisco), récemment : l’Antiatlas des frontières (coproduction IMERA, Ecole supérieure d’art d’Aix, Université Aix-Marseille, Université Grenoble), La carte postale revisitée (co-commissariat Paul-Emmanuel Odin et Caroline Hancock)• de grandes expositions monographiques
La compagnie, c’est donc :• un soutien constant à la création, avec des productions, des expositions, des résidences• un engagement au quotidien dans le quartier Belsunce, avec des ateliers de pratiques artistiques, des actions de médiations, des partenariats à long terme avec les associations sociales, le réseau scolaire et les publics";;True;True;True;True;False;False;False;False;True;;;la compagnie, lieu de création reçoit le soutien de la Ville de Marseille, de Aix-Marseille Métropole, du Conseil Départemental des BDR, de la Région Sud, de la DRAC PACA, du Contrat de Ville, de l’ANCT;2025-03-06T12:41:53.737Z;2025-03-06T12:41:53.737Z;la-compagnie;France;Marseille;43.3009339;5.376496899999999;19 rue Francis de Pressensé, 13001, Marseille, France;13001.0;+33 4 91 90 04 26;;1.0;;;;
50;À Suivre...;2004.0;2011.0;https://web.archive.org/web/20240320001550/www.asuivre.fr/;asuivrelieudart@gmail.com;91-93 rue de Marmande;;À Suivre... était un lieu de création, de production et de diffusion d’art contemporain allié à un service éducatif et culturel. Au-delà des expositions proposées, étaient organisés des visites, des conférences, des rencontres avec des artistes, et des ateliers permettant au public d’appréhender la diversité des pratiques et des modes d’intervention actuels. Ce projet, initié par des artistes engagés dans la création contemporaine, répondait à la volonté d’articuler les différents champs d’expérience liés aux enjeux de l’art aujourd’hui.;;Composée d’un espace d’exposition, d’une structure pédagogique, de studios techniques et d’un atelier d’artistes, À suivre... était un lieu pluriel qui favorisait le croisement des pratiques et des personnes. Ce lieu avait pour vocation d’accueillir la création émergeante, de réfléchir sur les modalités de l’exposition et de repenser les rapports avec le public. Les ateliers de pratique proposés en milieu scolaire étaient prétexte à de multiples expérimentations et impliquaient enfants, adolescents et adultes dans une démarche créative. Les ateliers d’artistes, véritable laboratoire de recherche, ainsi que l’organisation ponctuelle d’événements insufflaient une dynamique et rythmaient la vie du lieu. Par la diversification de ses activités, cette structure s'est voulu un espace de culture et de rencontres, partenaire de la vie locale, ainsi qu’une plate-forme d’échanges intellectuels, artistiques et sociaux. À partir octobre 2009 À Suivre... lieu d'art a partagé un nouvel espace avec l'association Monoquini au 85-87 rue de Marmande, ce nouveau lieu était dévolu à une programmation régulière dans le domaine des arts plastiques et audiovisuels;;True;False;True;False;False;False;False;False;True;;;À suivre...lieu d'art était soutenu par la Mairie de Bordeaux(2010), le Conseil Général de la Gironde(2011) et la Drac Aquitaine(2006).;2013-11-08T17:03:03.822Z;2025-04-04T19:51:34.229Z;a-suivre;France;Bordeaux;44.8199418;-0.576707;91-93 rue de Marmande, 33800, Bordeaux, France;33800.0;;;1.0;;;;
183;MOCA / Museum of Conceptual Art;1970.0;1984.0;;;75 Third Street;;"The Museum of Conceptual Art was founded in the 1970 by Tom Marioni, describing it as a ""social artwork"".The museum moved into its official location on January 3, 1973 in San Francisco, California.
Until the museum closed in 1984, he organized many groundbreaking shows, including Sound Sculpture As in 1970. MOCA has entered history as one of the first alternative art spaces. Marioni had one-person shows in several significant venues for early conceptual art, among them the Richard Demarco Gallery in Edinburgh in 1972 and Gallery Foksal in Warsaw in 1975. In 1977 he had a solo show, The Sound of Flight, at the de Young. 
After the closing of MOCA, Marioni continued his commitment to “a social work of art"" with the ongoing Society of Independent Artists. The Archives of MOCA were purchased by the Berkeley Art Museum in 1994.";Tom Marioni ;;;True;False;True;False;False;True;False;False;False;;;;2016-09-14T13:03:23.380Z;2016-09-14T13:03:23.380Z;moca-museum-of-conceptual-art;United States;San Francisco;37.7865395;-122.402393;75 Third Street, , San Francisco, United States;;;;1.0;;;;
115;Gasworks;1994.0;;www.gasworks.org.uk;info@gasworks.org.uk;Gasworks 155 Vauxhall Street;(during exhibitions only) Wed-Sun, 12-6pm or by appointment;"Established in 1994, Gasworks is a contemporary art organisation based in South London, housing eleven artists' studios and offering a programme of exhibitions and events, artists’ residencies, international fellowships and educational projects. Seven studios are rented to London-based artists and four are reserved for the International Residency Programme for non-UK based artists. Gasworks hosts up to sixteen residencies a year, encouraging the exchange of ideas between international and local practitioners. The non-prescriptive and process-based nature of the residencies allows visiting artists to develop projects in response to their new context, or to conduct research benefiting from London’s resources. As a result, residencies generally culminate in an Open Studio. The residencies programme is also accompanied by activities such as talks and seminars, aiming to introduce the general public to international artists and their practice.The exhibition space accommodates four main projects a year, as well as a series of small-scale events. The programme includes solo and thematic exhibitions, screenings, workshops and seminars. Gasworks focuses on visual arts practice in its broadest sense, including design, documentary filmmaking and media art, amongst other areas of activity. These are all linked by a commitment to constantly reassess the position of artists within their wider cultural, social and political frameworks. 
The residencies and exhibitions programmes regularly cooperate, often to facilitate research and production for international artists invited to develop a project for the exhibitions and events programme. Gasworks runs a Participation programme which responds to, as well as operates independently from, the residencies and exhibitions. The programme aims to instigate dialogue and exchange through art, and to work with local groups and organisations to widen access to contemporary art.
Find out more about Gasworks and how we work with artists in this short film produced by Artquest:http://bit.ly/GasworksIntroGasworks is also part of Triangle Network, an international network of artists and organisations set up in 1982 whose activities include residencies and workshops. Triangle provides Gasworks with unique connections to artists and organisations in more than thirty countries around the world. Each year, through the Arts Council England’s International Artists Fellowship Programme, Gasworks organises residencies for six to eight UK-based artists in one of the Triangle partners' organisations, in countries including Cuba, China, South Africa, Kenya and India.";;;;True;False;True;True;True;False;False;False;False;;;Gasworks is part of the AWP Internship programme, supported by Artquest and the University of the Arts London’s Widening Participation department.;2015-05-08T11:52:03.329Z;2015-05-08T12:03:21.724Z;gasworks;United Kingdoms;London;51.4851026;-0.1156275;Gasworks 155 Vauxhall Street , , London, United Kingdoms;;;;1.0;;;;
55;L'epicerie;1998.0;2004.0;;jlchapuis@warmgrey.fr;14,rue du Surmelin;midi/minuit;"L'épicerie pourrait être une coopérative, une association, un commando, une équipe sportif, un gang de pronostiqueurs, une équipe technique, un repaire de flibustiers, un fond de pension, une assemblée générale d'entreprises, un groupe d'electro-rock japonais, un garde-manger, une batterie de cuisine, une association d'anciens élèves, des trafiquants de textiles, des exilés politiques, une troupe de performers hystériques, des chanteurs de variétés post-industriels, des hyènes hurlantes, de gentils commissionnaires, des chanteurs de chorales, des conseillers en communications, des majordomes de foires... +/-L'épicerie donne à sa capacité un rendement maximal dans un temps donné, amène les uns avec les autres et tout contre,fait des additions sans soustraire aux compétences, garde de son collectif, la pleine conscience qu'il faut toujours faire plus, affectionne l'imprévu et laisse ouvertes les propositions, est une manifestation d'art dans une optique à géométrie variable, donne aux autres ce qu'ils veulent bien trouver, n'accapare rien et donne dans la mesure de ses possibilités.
Pierre Escot";Jean-Louis Chapuis / Stéphane Broc;auto-production;Exposition / programmation / diffusion;False;False;False;False;False;False;False;False;False;10;150;"l'epicerie a une activité constante depuis plusieurs
années et c'est produite notamment à la IV biennale du
Monténégro de 2002, à l'institut Culturel Français de
Varsovie en 2003, à Lille 2004 au mois de juillet et,
bien entendu, a Paris plusieurs fois.";2013-11-08T17:03:04.410Z;2014-02-06T09:27:04.238Z;l-epicerie;France;Paris;48.8680689;2.4026067;14,rue du Surmelin, 75020, Paris, France;75020.0;;;1.0;;;;
